time,MA,MC,MD
12.891601,-0.027621,1.312011,2.03017
12.911601,0.0,1.312011,2.01636
12.931601,0.0,1.298201,2.03017
12.951601,-0.041432,1.312011,2.04398
12.971601,-0.041432,1.298201,2.04398
12.991601,-0.013811,1.298201,2.04398
13.011601,-0.013811,1.298201,2.04398
13.031601,-0.027621,1.284391,2.04398
13.051601,-0.027621,1.298201,2.04398
13.071601,-0.013811,1.312011,2.04398
13.091601,0.0,1.312011,2.05779
13.111601,-0.027621,1.298201,2.05779
13.131601,0.939126,0.19335,1.40869
13.151601,-0.262403,1.436311,0.386699
13.171601,-0.055243,0.828641,0.483374
13.191601,0.193349,0.704345,0.345267
13.211601,-0.220971,0.883884,0.303835
13.231601,0.179539,0.552427,0.248592
13.251601,-0.110486,0.676724,0.179539
13.271601,0.069053,0.60767,0.20716
13.291601,0.027621,0.580049,0.110485
13.311601,0.013811,0.60767,0.138107
13.331601,0.069053,0.552427,0.096675
13.351601,0.027621,0.538617,0.055243
13.371601,0.041432,0.483374,0.069053
13.391601,0.069053,0.497185,0.055243
13.411601,0.027621,0.455753,0.055243
13.431601,-0.027621,0.497185,0.027621
13.451601,0.069053,0.469563,0.041432
13.471601,-0.041432,0.372889,0.041432
13.491601,0.069053,0.510995,0.027621
13.511601,-0.055243,0.372889,0.027621
13.531601,0.096674,0.483374,0.055243
13.551601,-0.013811,0.414321,0.0
13.571601,0.041432,0.40051,0.055243
13.591601,0.013811,0.372889,0.027621
13.611601,0.041432,0.414321,0.055243
