time,MA,MC,MD
11.971601,-118.59224,127.65088,73.63984
11.991601,-118.59224,127.65088,73.63984
12.011601,-118.59224,127.65088,73.63984
12.031601,-118.59224,127.65088,73.63984
12.051601,-118.59224,127.65088,73.63984
12.071601,-118.59224,127.65088,73.63984
12.091601,-118.59224,127.65088,73.63984
12.111601,-118.59224,127.65088,73.63984
12.131601,-118.59224,127.65088,73.63984
12.151601,-118.59224,127.65088,73.63984
12.171601,-118.59224,127.65088,73.63984
12.191601,-118.59224,127.65088,73.63984
12.211601,-118.59224,127.65088,73.63984
12.231601,-118.59224,127.65088,73.63984
12.251601,-118.59224,127.65088,73.63984
12.271601,-118.59224,127.65088,73.63984
12.291601,-118.59224,127.65088,73.63984
12.311601,-118.59224,127.65088,73.63984
12.331601,-118.59224,127.65088,73.63984
12.351601,-118.59224,127.65088,73.63984
12.371601,-118.59224,127.65088,73.63984
12.391601,-118.59224,127.65088,73.63984
12.411601,-118.59224,127.65088,73.63984
12.431601,-118.59224,127.65088,73.63984
12.451601,-118.59224,127.65088,73.63984
12.471601,-118.59224,127.65088,73.63984
12.491601,-118.59224,127.65088,73.63984
12.511601,-118.59224,127.65088,73.63984
12.531601,-118.59224,127.65088,73.63984
12.551601,-118.59224,127.65088,73.63984
12.571601,-118.59224,127.65088,73.63984
12.591601,-118.59224,127.65088,73.63984
12.611601,-118.59224,127.65088,73.63984
12.631601,-118.59224,127.65088,73.63984
12.651601,-118.59224,127.65088,73.63984
12.671601,-118.59224,127.65088,73.63984
12.691601,-118.59224,127.65088,73.63984
12.711601,-118.59224,127.65088,73.63984
12.731601,-118.59224,127.65088,73.63984
12.751601,-118.59224,127.65088,73.63984
12.771601,-118.59224,127.65088,73.63984
12.791601,-118.59224,127.65088,73.63984
12.811601,-118.59224,127.65088,73.63984
12.831601,-118.59224,127.65088,73.63984
12.851601,-118.59224,127.65088,73.63984
12.871601,-118.59224,127.65088,73.63984
12.891601,-118.59224,127.65088,73.63984
12.911601,-118.59224,127.65088,73.63984
12.931601,-118.59224,127.65088,73.63984
12.951601,-118.59224,127.65088,73.63984
12.971601,-118.59224,127.65088,73.63984
12.991601,-118.59224,127.65088,73.63984
13.011601,-118.59224,127.65088,73.63984
13.031601,-118.59224,127.65088,73.63984
13.051601,-118.59224,127.65088,73.63984
13.071601,-118.59224,127.65088,73.63984
13.091601,-118.59224,127.65088,73.63984
13.111601,-118.59224,127.65088,73.63984
13.131601,-118.58424,127.63568,73.63984
13.151601,-117.86744,126.89648,73.59344
13.171601,-117.19624,126.27808,73.25024
13.191601,-116.70824,125.74448,72.91504
13.211601,-115.99144,125.05088,72.57184
13.231601,-115.46504,124.49408,72.20624
13.251601,-114.81704,123.85328,71.86304
13.271601,-114.22264,123.23568,71.48944
